	Cluster_0	Cluster_1	Cluster_2
EIF3K	1	1	1
EIF3L	1	1	1
EIF3M	1	1	1
EIF4A1	1	1	1
EIF4A2	1	1	1
EIF4A3	1	1	1
EIF4B	1	1	1
EIF4E	0.341176	0.282443	0.494505
EIF4E1B	0.597059	0.480916	0.725275
EIF4E2	1	1	1
EIF4E3	1	1	1
EIF4EBP1	1	0.977099	1
EIF4EBP2	1	1	1
EIF4ENIF1	1	1	1
EIF4G1	1	1	1
EIF4G2	1	1	1
EIF4G3	1	1	1
EIF4H	1	1	1
EIF5	0.970588	0.984733	0.956044
EIF5A	1	1	1
EIF5A2	0.997059	0.961832	1
EIF5AL1	0.529412	0.618321	0.307692
EIF5B	1	1	1
EIF6	1	1	1
ELAC2	1	1	1
ELANE	0.273529	0.267176	0.274725
ELAVL1	0.997059	0.992366	0.989011
ELAVL2	0.291176	0.374046	0.252747
ELAVL3	0.347059	0.374046	0.406593
ELAVL4	0.485294	0.503817	0.318681
ELF1	1	1	1
ELF2	1	1	1
ELF3	1	0.992366	1
ELF4	1	1	1
ELF5	0.791176	0.557252	0.78022
ELFN2	0.3	0.21374	0.384615
ELK1	1	1	1
ELK3	0.905882	0.801527	0.967033
ELK4	0.773529	0.793893	0.802198
ELL2	1	1	1
ELL3	1	1	1
ELMO1	0.897059	0.770992	0.978022
ELMO2	1	1	1
ELMO3	1	0.992366	1
ELMOD1	0.520588	0.496183	0.571429
ELMOD2	1	1	1
ELMOD3	1	1	1
ELMSAN1	1	1	1
ELN	0.95	0.725191	1
ELOF1	1	1	1
ELOVL1	1	1	1
ELOVL2	0.670588	0.618321	0.857143
ELOVL3	0.355882	0.335878	0.428571
ELOVL4	1	1	1
ELOVL5	1	1	1
ELOVL6	0.997059	0.992366	1
ELOVL7	0.170588	0.198473	0.186813
ELP2	1	1	1
ELP3	1	1	1
ELP4	1	1	1
ELP5	1	1	1
ELP6	1	1	1
ELSPBP1	0.0852941	0.0992366	0.0659341
EMC1	1	1	1
EMC10	0.902941	0.900763	0.945055
EMC2	0.982353	0.992366	0.989011
EMC4	1	1	1
EMC6	1	1	1
EMC7	1	1	1
EMC8	1	0.992366	1
EMC9	1	1	1
EMCN	0.941176	0.862595	0.989011
EMD	1	1	1
EME1	0.855882	0.824427	0.923077
EME2	0.335294	0.389313	0.252747
EMG1	1	1	1
EMID1	0.805882	0.801527	0.89011
EMILIN1	0.997059	0.984733	1
EMILIN2	1	1	1
EMILIN3	0.208824	0.183206	0.164835
EML1	0.991176	0.977099	1
EML3	1	1	1
EML4	1	1	1
EML5	0.0911765	0.0916031	0.021978
EML6	0.0823529	0.0992366	0.0659341
EMP1	1	1	1
EMP2	0.876471	0.763359	0.945055
EMP3	1	1	1
EMR1	0.397059	0.358779	0.384615
EMR3	0.0882353	0.0763359	0.0989011
EMR4P	0.0294118	0.0763359	0.021978
EMX1	0.35	0.374046	0.384615
EMX2	0.841176	0.618321	0.956044
EMX2OS	0.138235	0.160305	0.043956
EN1	0.45	0.519084	0.296703
EN2	0.358824	0.244275	0.43956
ENAH	0.929412	0.832061	1
ENAM	0.0794118	0.137405	0.120879
ENDOD1	1	0.984733	1
ENDOG	1	1	1
ENG	1	1	1
ENGASE	1	1	1
ENHO	0.482353	0.519084	0.538462
ENKD1	1	1	1
ENKUR	0.782353	0.847328	0.78022
ENO1	1	1	1
ENO2	1	1	1
ENO3	1	1	1
ENO4	0.785294	0.763359	0.868132
ENOSF1	1	1	1
ENOX1	0.608824	0.480916	0.802198
ENOX2	0.685294	0.625954	0.67033
ENPEP	0.885294	0.78626	0.912088
ENPP1	1	1	1
ENPP2	0.997059	0.954198	0.989011
ENPP3	0.844118	0.763359	0.89011
ENPP4	0.991176	0.977099	1
ENPP5	0.988235	0.984733	1
ENPP6	0.441176	0.328244	0.516484
ENPP7	0.341176	0.358779	0.373626
ENSA	1	1	1
ENTHD1	0.644118	0.526718	0.846154
ENTHD2	0.973529	0.992366	1
ENTPD1	1	1	1
ENTPD2	0.491176	0.419847	0.373626
ENTPD3	0.95	0.816794	1
ENTPD4	1	1	1
ENTPD5	0.997059	0.992366	1
ENTPD6	1	1	1
ENTPD7	0.923529	0.89313	0.956044
ENTPD8	0.323529	0.374046	0.362637
ENY2	1	1	1
EOGT	1	1	1
EOMES	0.994118	0.946565	1
EP300	1	1	1
EP400	1	1	1
EP400NL	0.447059	0.564885	0.417582
EPAS1	1	1	1
EPB41	0.567647	0.580153	0.758242
EPB41L1	0.288235	0.29771	0.351648
EPB41L2	1	1	1
EPB41L3	1	1	1
EPB41L4A	0.952941	0.89313	0.978022
EPB41L4A-AS1	1	1	1
EPB41L4B	0.302941	0.274809	0.318681
EPB41L5	0.997059	0.969466	1
EPB42	0.0558824	0.0916031	0.0879121
EPC1	1	1	1
EPC2	0.929412	0.923664	0.956044
EPCAM	0.970588	0.931298	1
EPDR1	1	1	1
EPG5	0.988235	0.977099	1
EPHA1	1	0.984733	1
EPHA10	0.979412	0.992366	0.989011
EPHA2	0.738235	0.633588	0.802198
EPHA3	0.370588	0.229008	0.43956
EPHA4	0.976471	0.870229	1
EPHA5	0.244118	0.160305	0.43956
EPHA6	0.0470588	0.10687	0.010989
EPHA7	0.0529412	0.0152672	0.0549451
EPHA8	0.7	0.748092	0.67033
EPHB1	0.961765	0.877863	0.956044
EPHB2	0.952941	0.916031	0.989011
EPHB3	1	1	1
EPHB4	1	1	1
EPHB6	0.894118	0.748092	0.945055
EPHX1	1	1	1
EPHX2	1	0.984733	1
EPHX3	0.697059	0.610687	0.56044
EPHX4	0.976471	0.908397	1
EPM2A	0.511765	0.534351	0.505495
EPN1	1	1	1
EPN2	0.620588	0.671756	0.615385
EPN3	0.991176	0.938931	1
EPO	0.147059	0.160305	0.0879121
EPOR	0.9	0.816794	0.978022
EPPIN	0.811765	0.885496	0.648352
EPPK1	1	0.984733	1
EPRS	1	1	1
EPS15	1	1	1
EPS15L1	1	1	1
EPS8	1	1	1
EPS8L1	0.9	0.725191	0.945055
EPS8L2	0.352941	0.251908	0.351648
EPS8L3	0.267647	0.236641	0.285714
EPSTI1	1	1	1
EPT1	1	1	1
EPX	0.211765	0.290076	0.197802
EPYC	0.782353	0.770992	0.758242
EQTN	0.0705882	0.0610687	0.010989
ERAL1	1	1	1
ERAP1	0.958824	0.908397	1
ERAP2	0.982353	0.984733	1
ERAS	0.114706	0.10687	0.142857
ERBB2	0.679412	0.717557	0.659341
ERBB2IP	0.997059	0.992366	1
ERBB3	1	0.992366	1
ERBB4	0.947059	0.969466	0.89011
ERC1	0.785294	0.748092	0.912088
ERC2	0.244118	0.152672	0.142857
ERCC1	1	1	1
ERCC2	1	1	1
ERCC3	1	1	1
ERCC4	0.964706	0.961832	0.956044
ERCC5	1	1	1
ERCC6	0.944118	0.900763	1
ERCC6L	0.411765	0.48855	0.340659
ERCC6L2	1	1	0.978022
ERCC8	0.926471	0.877863	0.967033
ERF	0.997059	1	1
ERG	0.823529	0.763359	0.901099
ERGIC1	1	1	1
ERGIC2	1	1	1
ERGIC3	1	1	1
ERH	1	1	1
ERI1	0.0764706	0.0610687	0.10989
ERI2	0.864706	0.862595	0.901099
ERI3	1	1	1
ERICH1	1	1	1
ERICH3	0.594118	0.633588	0.681319
ERICH5	0.123529	0.160305	0.10989
ERICH6	0.170588	0.160305	0.153846
ERICH6B	0.123529	0.183206	0.10989
ERLIN1	1	1	1
ERLIN2	0.985294	0.961832	1
ERMAP	0.155882	0.236641	0.208791
ERMARD	1	1	1
ERMN	0.0911765	0.145038	0.043956
ERMP1	1	1	1
ERN1	0.558824	0.40458	0.549451
ERN2	0.2	0.21374	0.274725
ERO1LB	0.894118	0.824427	0.945055
ERP27	1	1	1
ERP29	0.985294	0.977099	0.967033
ERP44	0.985294	0.992366	0.978022
ERRFI1	1	1	1
ESAM	1	1	1
ESCO1	0.979412	0.946565	1
ESCO2	0.0823529	0.114504	0.0989011
ESD	1	1	1
ESF1	0.0176471	0.0305344	0.010989
ESM1	0.991176	0.984733	1
ESPL1	1	1	1
ESPN	0.926471	0.839695	1
ESPNL	0.55	0.519084	0.582418
ESPNP	0.182353	0.251908	0.0989011
ESR1	0.994118	0.992366	1
ESR2	0.279412	0.267176	0.274725
ESRP1	0.979412	0.946565	1
ESRP2	0.173529	0.305344	0.153846
ESRRA	1	1	1
ESRRB	0.432353	0.343511	0.494505
ESRRG	0.941176	0.839695	0.945055
ESX1	0.132353	0.10687	0.164835
ESYT1	1	1	1
ESYT2	1	1	1
ESYT3	0.273529	0.366412	0.230769
ETAA1	0.273529	0.21374	0.395604
ETF1	1	1	1
ETFA	1	1	1
ETFB	1	1	1
ETFDH	1	1	1
ETHE1	0.944118	0.839695	0.956044
ETNK1	0.988235	0.961832	0.989011
ETNK2	0.985294	0.931298	1
ETNPPL	0.297059	0.374046	0.351648
ETS1	1	1	1
ETS2	1	1	1
ETV1	0.0647059	0.0458015	0.032967
ETV2	0.779412	0.625954	0.912088
ETV3	0.997059	0.992366	1
ETV3L	0.214706	0.267176	0.0989011
ETV4	0.797059	0.725191	0.769231
ETV5	1	1	1
ETV6	1	1	1
ETV7	0.873529	0.885496	0.846154
EVA1A	0.994118	0.931298	1
EVA1B	1	1	1
EVA1C	1	1	1
EVC	0.855882	0.877863	0.934066
EVC2	0.991176	0.969466	0.978022
EVI2A	1	0.984733	1
EVI2B	1	1	1
EVI5L	1	1	1
EVL	1	1	1
EVPL	1	0.969466	1
EVX1	0.544118	0.374046	0.692308
EVX2	0.152941	0.0992366	0.263736
EWSR1	1	1	1
EXD1	0.152941	0.122137	0.252747
EXD2	1	1	1
EXD3	0.929412	0.885496	0.989011
EXO1	0.661765	0.725191	0.626374
EXO5	1	1	1
EXOC1	1	1	1
EXOC2	1	1	1
EXOC3	1	1	1
EXOC3L1	0.55	0.549618	0.483516
EXOC3L4	0.444118	0.473282	0.450549
EXOC4	1	1	1
EXOC5	0.302941	0.473282	0.21978
EXOC6	0.594118	0.671756	0.571429
EXOC6B	0.794118	0.854962	0.703297
EXOC7	1	1	1
EXOC8	0.276471	0.229008	0.274725
EXOG	1	1	1
EXOSC1	1	1	1
EXOSC10	1	1	1
EXOSC2	1	1	1
EXOSC3	1	1	1
EXOSC4	1	1	1
EXOSC5	1	1	1
EXOSC8	1	1	1
EXOSC9	1	1	1
EXPH5	1	0.992366	1
EXT1	1	1	1
EXT2	1	1	1
EXTL1	0.782353	0.709924	0.813187
EXTL2	1	1	1
EXTL3	1	1	1
EYA1	0.0705882	0.114504	0.0879121
EYA2	0.411765	0.412214	0.395604
EYA3	0.117647	0.114504	0.131868
EYA4	0.15	0.114504	0.186813
EZH1	0.932353	0.961832	0.967033
EZH2	1	0.992366	0.989011
EZR	1	1	1
F10	0.467647	0.305344	0.703297
F11	0.147059	0.290076	0.131868
F11R	1	1	1
F12	1	1	1
F13A1	1	0.977099	1
F13B	0.0264706	0.0381679	0.010989
F2RL1	0.988235	0.954198	1
F2RL2	0.858824	0.687023	0.989011
F5	0.902941	0.793893	0.967033
F7	0.632353	0.526718	0.681319
F8	0.726471	0.687023	0.791209
F8A1	1	1	1
F8A2	0.717647	0.709924	0.791209
F9	0.605882	0.664122	0.549451
FA2H	0.582353	0.480916	0.56044
FAAH2	1	0.977099	1
FABP1	0.0294118	0.0381679	0.0659341
FABP12	0.0147059	0.0458015	0.032967
FABP3	0.4	0.374046	0.472527
FABP4	0.944118	0.885496	0.956044
FABP5	0.526471	0.541985	0.67033
FABP5P3	0.458824	0.48855	0.351648
FABP5P7	0.385294	0.320611	0.263736
FABP6	0.317647	0.320611	0.230769
FABP7	0.782353	0.664122	0.769231
FABP9	0.0588235	0.0610687	0.010989
FADS1	1	0.992366	1
FADS2	0.567647	0.59542	0.494505
FADS3	0.329412	0.351145	0.373626
FADS6	0.755882	0.633588	0.868132
FAF1	1	1	1
FAF2	1	1	1
FAH	1	1	1
FAHD1	1	1	1
FAHD2A	0.997059	0.992366	1
FAIM	0.497059	0.465649	0.67033
FAIM2	0.761765	0.664122	0.857143
FAIM3	1	1	1
FAM101A	0.588235	0.465649	0.659341
FAM101B	0.985294	0.984733	0.989011
FAM102A	1	1	1
FAM102B	1	0.992366	1
FAM103A1	1	1	1
FAM104A	1	1	1
FAM105A	0.958824	0.862595	0.989011
FAM107B	1	1	1
FAM109A	0.988235	0.992366	0.989011
FAM109B	1	1	1
FAM110A	1	1	1
FAM110B	1	0.984733	1
FAM110C	0.585294	0.519084	0.615385
FAM111A	1	1	1
FAM114A1	0.994118	0.984733	1
FAM114A2	1	1	1
FAM115A	0.732353	0.78626	0.769231
FAM115C	0.355882	0.29771	0.241758
FAM117A	0.794118	0.763359	0.879121
FAM117B	1	1	1
FAM118A	0.982353	0.984733	0.967033
FAM118B	0.985294	0.954198	1
FAM120A	1	1	1
FAM120AOS	1	1	1
FAM120B	1	1	1
FAM120C	0.991176	0.992366	1
FAM122A	0.505882	0.427481	0.681319
FAM122B	1	1	1
FAM122C	0.102941	0.183206	0.10989
FAM124A	0.161765	0.175573	0.120879
FAM124B	0.994118	1	1
FAM126A	0.326471	0.29771	0.263736
FAM126B	1	1	1
FAM127A	1	1	1
FAM127B	1	1	1
FAM127C	0.935294	0.816794	0.978022
FAM129A	1	1	1
FAM129B	1	1	1
FAM129C	0.435294	0.427481	0.461538
FAM131A	1	1	1
FAM131B	0.608824	0.519084	0.593407
FAM131C	0.197059	0.312977	0.0769231
FAM132A	0.75	0.748092	0.692308
FAM133B	1	1	1
FAM134A	1	1	1
FAM134B	0.988235	0.961832	1
FAM134C	0.752941	0.763359	0.901099
FAM135A	0.902941	0.824427	0.978022
FAM135B	0.191176	0.251908	0.186813
FAM136A	1	1	1
FAM136BP	0.635294	0.48855	0.714286
FAM138A	0.8	0.603053	0.857143
FAM13A	0.920588	0.839695	0.945055
FAM13B	1	1	1
FAM13C	0.247059	0.129771	0.241758
FAM149A	0.955882	0.847328	1
FAM150A	0.0617647	0.0610687	0.032967
FAM150B	0.708824	0.656489	0.747253
FAM151A	0.0588235	0.122137	0.0659341
FAM151B	0.626471	0.618321	0.736264
FAM153A	0.188235	0.244275	0.131868
FAM153B	0.191176	0.274809	0.164835
FAM153C	0.0441176	0.0763359	0.021978
FAM154A	0.364706	0.366412	0.395604
FAM154B	0.205882	0.229008	0.340659
FAM155A	0.858824	0.717557	0.901099
FAM155B	0.779412	0.877863	0.857143
FAM156B	1	1	0.989011
FAM159A	0.826471	0.770992	0.89011
FAM159B	0.105882	0.137405	0.0879121
FAM160A2	1	1	1
FAM160B1	1	1	1
FAM160B2	1	1	1
FAM161A	1	1	1
FAM161B	0.367647	0.412214	0.505495
FAM162A	1	1	1
FAM163A	0.997059	0.992366	1
FAM163B	0.311765	0.244275	0.406593
FAM166A	0.264706	0.206107	0.208791
FAM166B	0.517647	0.496183	0.483516
FAM167A	0.897059	0.78626	0.956044
FAM167B	0.85	0.801527	0.923077
FAM168A	1	1	1
FAM168B	1	1	1
FAM169A	0.0529412	0.0687023	0.021978
FAM169B	0.0647059	0.0992366	0.032967
FAM170A	0.0264706	0	0.043956
FAM170B	0.938235	0.916031	1
FAM171A1	1	1	1
FAM171B	0.626471	0.549618	0.791209
FAM172A	1	1	1
FAM173A	1	1	1
FAM173B	0.173529	0.267176	0.120879
FAM174A	1	0.992366	1
FAM174B	1	1	1
FAM175A	0.0323529	0.0763359	0.0769231
FAM175B	1	1	1
FAM177A1	0.997059	1	1
FAM177B	0.220588	0.274809	0.21978
FAM178A	1	1	1
FAM178B	0.835294	0.793893	0.857143
FAM179A	0.361765	0.374046	0.571429
FAM179B	0.979412	0.969466	1
FAM180A	0.502941	0.366412	0.659341
FAM180B	0.835294	0.755725	0.945055
FAM181A	0.367647	0.427481	0.252747
FAM181B	0.367647	0.389313	0.351648
FAM182A	0.332353	0.442748	0.252747
FAM183A	0.967647	0.931298	0.978022
FAM184A	0.970588	0.938931	0.967033
FAM185A	1	0.992366	1
FAM186B	0.323529	0.358779	0.307692
FAM187B	0.0176471	0.0305344	0.032967
FAM188A	1	1	1
FAM188B	0.997059	0.977099	1
FAM189A1	0.923529	0.931298	0.934066
FAM189A2	0.932353	0.900763	0.978022
FAM189B	0.991176	0.977099	0.978022
FAM192A	0.167647	0.206107	0.0989011
FAM193A	1	1	1
FAM193B	0.994118	0.977099	0.989011
FAM195A	1	1	1
FAM196A	1	1	1
FAM198A	0.417647	0.473282	0.494505
FAM198B	1	0.977099	1
FAM199X	0.958824	0.961832	0.989011
FAM19A1	0.0823529	0.0916031	0.0549451
FAM19A2	0.464706	0.496183	0.516484
FAM19A3	0.0558824	0.0992366	0.032967
FAM19A4	0.585294	0.496183	0.637363
FAM19A5	0.323529	0.381679	0.252747
FAM204A	0.988235	0.992366	1
FAM205B	0.244118	0.21374	0.208791
FAM206A	1	1	1
FAM207A	1	1	1
FAM208A	1	1	1
FAM209A	0.347059	0.465649	0.373626
FAM209B	0.679412	0.679389	0.758242
FAM20A	0.858824	0.679389	0.945055
FAM20B	1	1	1
FAM20C	0.997059	1	1
FAM210A	0.961765	0.984733	1
FAM210B	1	1	1
FAM212A	1	1	1
FAM212B	0.135294	0.10687	0.131868
FAM213A	1	1	1
FAM214A	1	1	1
FAM214B	1	1	1
FAM216A	0.994118	0.977099	1
FAM217A	0.135294	0.152672	0.0659341
FAM217B	1	1	1
FAM218A	0.835294	0.832061	0.824176
FAM219A	1	1	1
FAM219B	1	1	1
FAM21A	0.938235	0.946565	0.89011
FAM21B	0.991176	1	0.945055
FAM21C	1	0.992366	1
FAM220A	1	1	1
FAM221A	0.926471	0.931298	0.967033
FAM221B	0.623529	0.610687	0.637363
FAM222A	0.973529	0.931298	0.978022
FAM222B	1	1	1
FAM225A	0.988235	0.954198	1
FAM225B	0.364706	0.290076	0.450549
FAM227B	0.170588	0.274809	0.153846
FAM228A	0.461765	0.541985	0.395604
FAM23B	0.414706	0.358779	0.538462
FAM24A	0.0882353	0.0839695	0.0659341
FAM24B	0.991176	1	1
FAM25A	0.0294118	0.0687023	0.0549451
FAM26D	0.164706	0.229008	0.10989
FAM26E	0.658824	0.59542	0.736264
FAM26F	0.982353	0.969466	0.989011
FAM27E3	0.105882	0.122137	0.131868
FAM27L	0.191176	0.251908	0.241758
FAM3A	1	1	1
FAM3B	0.538235	0.419847	0.626374
FAM3C	1	0.977099	1
FAM3D	0.579412	0.435115	0.538462
FAM43A	1	1	1
FAM43B	0.941176	0.862595	0.978022
FAM45A	1	1	1
FAM46A	1	1	1
FAM46B	0.988235	0.984733	1
FAM46C	1	1	1
FAM46D	0.0441176	0.0839695	0
FAM47A	0.170588	0.114504	0.0879121
FAM47B	0.252941	0.236641	0.10989
FAM47C	0.202941	0.328244	0.21978
FAM49A	0.847059	0.709924	0.857143
FAM49B	0.973529	0.961832	0.989011
FAM50A	1	1	1
FAM50B	0.997059	1	1
FAM53A	0.85	0.847328	0.967033
FAM53B	1	1	1
FAM53C	1	1	1
FAM57A	1	1	1
FAM57B	0.973529	0.946565	0.967033
FAM58A	1	1	1
FAM58BP	0.297059	0.366412	0.21978
FAM60A	1	1	1
FAM63A	0.482353	0.59542	0.384615
FAM63B	0.914706	0.916031	0.978022
FAM64A	0.961765	0.977099	0.967033
FAM65A	1	1	1
FAM65C	0.867647	0.916031	0.802198
FAM66C	0.494118	0.541985	0.505495
FAM69B	0.544118	0.458015	0.593407
FAM69C	0.323529	0.160305	0.395604
FAM71C	0.214706	0.244275	0.175824
FAM71D	0.132353	0.129771	0.0769231
FAM71E1	0.991176	0.992366	1
FAM71F1	0.141176	0.137405	0.0989011
FAM71F2	0.108824	0.137405	0.0769231
FAM72B	0.717647	0.793893	0.703297
FAM72D	0.482353	0.549618	0.527473
FAM73B	1	1	1
FAM76A	0.655882	0.687023	0.769231
FAM76B	0.994118	0.984733	1
FAM78A	0.738235	0.694656	0.78022
FAM78B	0.729412	0.687023	0.747253
FAM81A	0.647059	0.633588	0.725275
FAM81B	0.155882	0.175573	0.120879
FAM83A	0.255882	0.229008	0.153846
FAM83B	0.670588	0.625954	0.648352
FAM83D	0.952941	0.923664	0.945055
FAM83E	0.717647	0.610687	0.747253
FAM83F	0.920588	0.839695	0.978022
FAM83G	0.0617647	0.0992366	0.0549451
FAM83H	1	1	1
FAM84A	0.129412	0.152672	0.153846
FAM84B	1	1	1
FAM86A	1	1	1
FAM86B1	1	1	1
FAM86C1	1	1	1
FAM87A	0.394118	0.366412	0.384615
FAM89A	1	1	1
FAM89B	1	1	1
FAM8A1	1	1	1
FAM90A1	0.0882353	0.19084	0.120879
FAM90A10P	0.185294	0.21374	0.0879121
FAM90A20P	0.0294118	0.122137	0.0549451
FAM90A25P	0.561765	0.618321	0.516484
FAM91A1	1	1	0.989011
FAM92A1	0.888235	0.80916	0.956044
FAM96A	1	1	1
FAM96B	1	1	1
FAM98A	1	1	1
FAM98B	0.373529	0.396947	0.373626
FAM98C	1	1	1
FAM99A	0.05	0.0839695	0.0659341
FAM9A	0.0529412	0.0839695	0.021978
FAM9B	0.0294118	0.0610687	0.021978
FAM9C	0.0176471	0.0763359	0
FAN1	1	1	1
FANCA	0.376471	0.40458	0.340659
FANCB	0.982353	0.961832	0.978022
FANCC	0.755882	0.801527	0.747253
FANCD2	1	1	1
FANCD2OS	0.0294118	0.0229008	0.021978
FANCE	1	1	1
FANCG	1	1	1
FANCI	0.967647	0.954198	0.967033
FANCL	1	1	1
FANCM	0.444118	0.412214	0.516484
FANK1	0.838235	0.847328	0.868132
FAP	1	0.992366	1
FAR1	1	1	1
FAR2	0.997059	1	1
FARP1	0.985294	0.961832	1
FARP2	0.997059	1	1
FARS2	1	1	1
FARSA	1	1	1
FARSB	0.894118	0.900763	0.846154
FAS	0.617647	0.442748	0.791209
FASLG	0.535294	0.480916	0.56044
FASN	1	1	1
FASTK	1	1	1
FASTKD1	1	1	1
FASTKD2	1	1	1
FASTKD3	0.997059	1	1
FAT1	1	1	1
FAT2	0.388235	0.267176	0.483516
FAT3	0.694118	0.603053	0.835165
FAT4	0.267647	0.137405	0.395604
FAU	1	1	1
FAXC	0.985294	0.961832	1
FAXDC2	0.620588	0.496183	0.692308
FBF1	0.0970588	0.167939	0.043956
FBL	1	1	1
FBLIM1	0.947059	0.946565	0.978022
FBLN1	1	1	1
FBLN2	1	1	1
FBLN7	0.994118	0.969466	1
FBN1	0.988235	0.977099	1
FBN2	0.997059	0.984733	1
FBN3	0.544118	0.580153	0.384615
FBP1	1	1	1
FBP2	0.15	0.160305	0.0879121
FBRS	1	1	1
FBRSL1	0.997059	1	1
FBXL12	1	0.992366	1
FBXL13	0.561765	0.419847	0.714286
FBXL14	0.926471	0.923664	0.967033
FBXL15	1	1	1
FBXL16	0.985294	0.931298	0.989011
FBXL17	0.9	0.725191	0.967033
FBXL2	1	0.984733	1
FBXL20	1	1	1
FBXL21	0.35	0.244275	0.395604
FBXL22	0.252941	0.251908	0.252747
FBXL3	0.0882353	0.0458015	0.0549451
FBXL4	0.15	0.137405	0.10989
FBXL5	1	1	1
FBXL6	1	1	1
FBXL7	0.961765	0.923664	0.989011
FBXL8	0.797059	0.732824	0.89011
FBXO10	0.744118	0.694656	0.857143
FBXO11	1	1	1
FBXO15	0.982353	0.984733	1
FBXO16	0.914706	0.80916	0.967033
FBXO17	0.991176	0.938931	0.989011
FBXO18	1	1	1
FBXO2	0.979412	0.992366	1
FBXO21	1	1	1
FBXO22	0.997059	1	1
FBXO24	0.05	0.0610687	0.0659341
FBXO25	0.402941	0.435115	0.362637
FBXO27	0.217647	0.305344	0.186813
FBXO28	1	1	1
FBXO3	1	1	1
FBXO30	1	1	1
FBXO31	1	1	1
FBXO32	1	1	1
FBXO33	1	1	1
FBXO34	1	1	1
FBXO36	0.661765	0.564885	0.791209
FBXO38	0.988235	0.977099	1
FBXO39	0.170588	0.274809	0.186813
FBXO4	1	1	1
FBXO40	0.1	0.0763359	0.0989011
FBXO41	0.988235	0.992366	0.989011
FBXO42	0.888235	0.854962	0.978022
FBXO43	0.414706	0.412214	0.406593
FBXO44	0.25	0.290076	0.373626
FBXO46	1	1	1
FBXO47	0.0382353	0.0381679	0.032967
FBXO5	1	1	1
FBXO6	1	1	1
FBXO7	0.997059	0.977099	1
FBXO8	1	1	1
FBXO9	0.526471	0.603053	0.483516
FBXW10	0.105882	0.0763359	0.0769231
FBXW11	1	1	1
FBXW12	0.0558824	0.0458015	0.0879121
FBXW2	1	1	1
FBXW4	1	1	1
FBXW5	0.811765	0.778626	0.791209
FBXW7	1	1	1
FBXW8	1	1	1
FBXW9	1	1	1
FCAMR	0.129412	0.0839695	0.10989
FCAR	0.470588	0.473282	0.527473
FCER1A	0.979412	0.969466	1
FCER1G	1	1	1
FCER2	0.347059	0.320611	0.285714
FCGBP	0.982353	0.954198	1
FCGR1A	0.991176	0.969466	0.989011
FCGR1B	0.891176	0.80916	0.945055
FCGR2A	1	0.992366	1
FCGR2B	0.908824	0.740458	0.989011
FCGR3A	0.788235	0.824427	0.802198
FCGR3B	0.291176	0.259542	0.318681
FCGRT	1	1	1
FCHO1	0.797059	0.671756	0.802198
FCHO2	0.958824	0.992366	0.989011
FCHSD1	0.426471	0.450382	0.494505
FCHSD2	1	1	1
FCN1	0.967647	0.89313	0.989011
FCN2	0.273529	0.152672	0.395604
FCN3	0.994118	1	1
FCRL2	0.0441176	0.0458015	0.010989
FCRL3	0.523529	0.427481	0.582418
FCRL5	0.691176	0.679389	0.571429
FCRL6	0.191176	0.145038	0.120879
FCRLB	0.979412	0.946565	1
FDCSP	0.697059	0.564885	0.736264
FDFT1	1	1	1
FDPS	1	1	1
FDPSP2	0.1	0.122137	0.043956
FDX1L	1	1	1
FDXR	0.294118	0.259542	0.285714
FECH	0.732353	0.816794	0.692308
FEM1A	1	1	1
FEM1B	1	1	1
FEN1	1	1	1
FER	0.994118	0.969466	1
FER1L4	0.761765	0.625954	0.758242
FER1L5	0.888235	0.847328	0.89011
FERD3L	0.3	0.335878	0.296703
FERMT1	0.476471	0.351145	0.56044
FERMT2	1	1	1
FERMT3	1	1	1
FES	1	1	1
FETUB	0.173529	0.19084	0.0989011
FEV	0.320588	0.305344	0.208791
FEZ1	0.879412	0.709924	0.956044
FEZ2	1	1	1
FEZF1	0.0970588	0.0839695	0.043956
FEZF2	0.288235	0.114504	0.384615
FFAR1	0.514706	0.603053	0.450549
FFAR2	0.526471	0.633588	0.626374
FFAR3	0.338235	0.343511	0.362637
FFAR4	0.373529	0.236641	0.461538
FGA	0.0941176	0.145038	0.0989011
FGB	0.338235	0.251908	0.351648
FGD2	1	1	1
FGD3	1	1	1
FGD4	0.667647	0.580153	0.604396
FGD5	1	1	1
FGD6	0.964706	0.954198	0.989011
FGF1	0.744118	0.541985	0.901099
FGF10	0.267647	0.290076	0.285714
FGF11	0.838235	0.679389	0.934066
FGF12	0.35	0.29771	0.362637
FGF13	0.761765	0.549618	0.857143
FGF14	0.0529412	0.129771	0.0659341
FGF16	0.123529	0.122137	0.252747
FGF17	0.211765	0.167939	0.252747
FGF18	0.970588	0.954198	0.989011
FGF19	0.485294	0.419847	0.527473
FGF2	0.8	0.679389	0.857143
FGF20	0.420588	0.465649	0.428571
FGF21	0.217647	0.312977	0.21978
FGF22	0.0147059	0.0229008	0
FGF23	0.673529	0.732824	0.483516
FGF3	0.223529	0.145038	0.208791
FGF4	0.261765	0.10687	0.395604
FGF5	0.370588	0.320611	0.395604
FGF6	0.4	0.229008	0.527473
FGF7	0.05	0.122137	0.0549451
FGF8	0.0352941	0.0381679	0.021978
FGF9	0.391176	0.259542	0.296703
FGFBP1	0.258824	0.145038	0.21978
FGFBP2	0.611765	0.419847	0.626374
FGFR1	0.638235	0.541985	0.824176
